,number,progress,title,like,contents,answer,category,sday,eday,proponent
3408,283409,청원종료,개.고양이 식용반대,278,"반려견 ,반려묘를 가축에서 제외시켜주세요.. 식용을 반대합니다!!!!",,반려동물,2018-06-25,2018-07-25,naver
3412,283413,청원종료,길고양이 차에 치여죽는모습을 매일 아이들이봅니다,22,"이글 또 그냥 지나가시렵니까? 대통령님도 누구보다 동물을 사랑하실겁니다. 날마다 길 고양이들이 차에 치여서 내장이 쏟아져나온 모습을 자라나는 미래의 아이들이 등하교길에서 아무렇지 않게 보고 무심히 지나칩니다. 이것이 정상적인 인권.사람.아동교육 인가요?
제발 나의생명이 소중하듯.나의 자녀가소중하듯이 부모피땀흘려 낳은 동물도 나만큼 스스로 소중한 생명 입니다. 또 죽나보다. 그려러니. 하다보면 나도 또 죽나보다. 가족도 이웃도 친척도 또 죽나보다. 세상이  이런게 당연한거 너무 예민하고 나약하고 감성적이다 하시지 마시고 당신눈에 보인 그생명을 나의 생명만큼 아껴주고 사랑해주세요.
.법을 강화해서 신고 및 동물 버리는 사람들을 강하게 처벌해주세요

.무분별한 번식을 다양성을 가지고 막아주세요.

.차없는 거리. 동네. 보호구역을 설정해서 .자동차충돌.청소부치움.아이들무감각.생명잃는동물들 모두 피혜없게 해주세요

감사합니다.촛불집회처럼 눈에보여서 고양이 먹이한번준 당신의 작은실천이 큰뜻으로 모여서 진정한 선진국 차없는 마을이 되어서 모든 생명이 소중하게 살길바랍니다",,반려동물,2018-06-25,2018-07-25,naver
3445,283446,청원종료,동물보호법을 강화해주세요 부탁드립니다!!!!,112,"무분별한 유기와 학대는 제2의 심각한 범죄자를 생성합니다 유기를 야기하는 펫샵과 불법입양등 철회해주시고 자격요건에따른입양과 개식용,학대를 부디제발 강력한법으로서 막아주십시요 애원합니다 이순간에도 많은 생명들이  고통을받고 숨소리하나못내고죽어나갈겁니다 나라는 작은생명을 대하는자세에서 본보기가된다고했습니다 후진국의법을 개정하여 선진국의 길을걷길 부디 부탁드립니다",,반려동물,2018-06-25,2018-07-25,naver
3529,283530,청원종료,길고양이 전용 쉼터를 만들어주세요,15,"저는 고양이를 키우진 않지만 고양이를 누구보다 좋아하는 사람입니다.

먹을것이 없어 쓰레기나 뒤집고 갈곳 없는 아이들이 난폭한 사람들에게 소음을 이유로 괴롭히고 학대를 당하는게.. 저는 너무 가슴이 아파요

길고양이들이 안전하게 쉴수있는 보금자리가 생겼으면 좋겠습니다",,반려동물,2018-06-25,2018-07-25,facebook
3533,283534,청원종료,견주들의무책임한행동들에대하여처벌을강화해주세요,4,아직도공원등동네에서개목줄을하지않고.개를데리고다니는가하면.개가똥을싼는데도.치우지않고.똥파리가득실거리게해놓고.슬쩍그냥가는견주들이자주있읍니다.특히공무원들이퇴근하고단속을할수없는저녁시간때에법을어기는견주들이많읍니다.엄연히공원에서는금연이라는현수막이걸어져있는데도.다당연하듯이담배을피우는사람도있읍니다.공무원이단속을할수없다면.주민신고제라든지.ㅍ파파랏지포상제도를만들어서.주민들이피해를당하지않도록법을만들어주세요선진국에비교해서견주들에게처벌이약하다보니.견주들이별로신경도쓰지않은견주들이많은것같읍니다,,반려동물,2018-06-25,2018-07-25,facebook
3540,283541,청원종료,김종필 무궁훈장 반대합니다.,333,"국무총리였고, 나라에 기여했으니 무궁훈장요???
군부 쿠데타 2인자입니다.
쌩뚱 맞군요.
국무총리라서 나라에 기여한바가 있어서요???
그럼 전 대통령들도 나라에 기여한바가 있으니 상 줘야겠군요. 감옥이 아니라~~~~
국민들 생각좀 읽고 정하십시오.
절대 반대올시다.",,반려동물,2018-06-25,2018-07-25,naver
3810,283811,청원종료,콜 자제령좀 만들어주세요.,0,전화상담하는 친구가 너무 힘들어해요.,,반려동물,2018-06-25,2018-07-25,naver
4260,284261,청원종료,강아지 소음에 관해서 처벌 기준및 규정이 필요합니다,8,날씨가 점점 더워지고 있는 상황입니다. 따라서 많은 집들이 창문과 문을 열고잇습니다. 많은 집에서 반려동물을 키우고 있는 현실이지만 강아지 소음에 대해 물어보면  환경분쟁조정위원회에 문의하라고 하지만 대다수 글에서 자기 소관이 아니라고 떠넘긴다고 합니다. 주인이 없는동안 짓는걸 주인이 어떻게 하라는 말이냐 는 반문이있겠지만 그럼 그 시간에  자야하거나 그 시간에  집에 있는 사람은 고스란히 그 소음을 들어야합니다. 문을 안열자니 덥고  문을 열자니 사방에서 들려오는 강아지 소음때문에 스트레스가 받습니다. 또 주인에게 말하면 그때뿐이거나 주인은 말그대로 개무시를 하죠.. 강아지 분양부터 체계적인 훈련과 반려동물  피분양자격이 필요한거 같습니다. 또 층간 소음처럼  처벌할수있는 그 기준과 형벌을 만들어주세요.,,반려동물,2018-06-25,2018-07-25,naver
4330,284331,청원종료,동물들을 사고 팔지 않으면 좋겠습니다.,29,"안녕하세요 저는 경남 하동에 사는 6학년 박준혁 입니다.
엄마와 마트에 갈 때 마다 슬픈 생각이 듭니다. 유리관 속에 새, 햄스터, 토끼, 물고기, 곤충 등 여러 동물들을 판매하는 것을 보게 됩니다. 사람들은 귀여워 하거나 혹은 무엇을 살지 그 앞에서 구경을 합니다. 물론 동물을 사랑하는 마음이 자리 잡고 있겠지요. 그런데 그 생명들은 과연 유리관 속에서 어떤 생각들을 하고 있을 까요? 무슨 권한으로 우리는 그 생명들을 사고 팔 수 있는 걸 까요? 
 물론 끝까지 사랑으로 같이 사는 분들도 계시겠지만 , 일부 어떤 분들은 기르다 어떤 사정에 의해서 혹은 싫증나서 , 힘들어서 등등 여러 핑계로 그 생명들을 쉽게 버리거나 죽게 합니다. 
사람들은 사람에 생명이 소중하다고 말합니다. 그러면 그 동물들의 생명과 생각은 중요하지 않을까요? 
 우리나라도 대형마트나 애견샵에서 이런 동물들을 사고 파는 행위를 제제하는 법을 만들었으면 좋겠습니다. 
국회의원분들 께서 이에 해당하는 법을 만드셨으면 좋겠습니다.",,반려동물,2018-06-25,2018-07-25,naver
4373,284374,청원종료,반려동물 의료보험 시행해주세요,18,"문재인 대통령을 지지하는 대한민국 국민입니다.
산적해 있는 중차대한 문제가 많이 있고 동분서주 하시는 모습에 기다리고 있습니다만..

대통령님 대통령님의 공약인 동물의료보험제를 실행해주세요.
반려동물 병원비가 너무 비쌉니다.
병원비용에 유기반려동물이 생길 수 밖에 없습니다.

세상 구석구석 안미치는 곳이 없는 대통령이시니 준비하고 계실거라 믿습니다만 조급한 마음에 청원 올립니다.",,반려동물,2018-06-25,2018-07-25,facebook
4404,284405,청원종료,대구경북일베충들 게시판출입금지시켜주세요,0,자꾸 한국사람도 아닌것들이 들어와서 장난식으로 게시판더럽히는거 보기짜증나요,,반려동물,2018-06-25,2018-07-25,naver
4511,284512,청원종료,개고기 식용을 적극 반대합니다,115,"반려견은 가족입니다ㅡ희노애락을 같이하는 가족같은  존재를 죽이는건 말도 안됩니다ㅡ우리의 반려견이 안전하게 우리사회와 함께 할수 있도록 해야합니다ㅡ
개고기 식용은 절대 반대합니다ㅡ",,반려동물,2018-06-25,2018-07-25,naver
4523,284524,청원종료,5.16군사 쿠데타 범인 김종필에게 무궁화 훈장을 줄수없다.,37,"친일다가끼 마시오 박정희와 함께 5.16군사구데타 범인 김종필에게 무궁화 훈장을 줄수없습니다.
개나🐕 소나🐴다주는 무궁화 훈장인가?
취소해 주세요.",,반려동물,2018-06-25,2018-07-25,naver
4576,284577,청원종료,동물병원 검사,11,"작년에 경험했던 일을 말해드리고 싶어 청원을 올립니다. 작년 12월쯤 저희 고양이가 밥을 안먹고 기운이 없어서 병원에 한번 가봤습니다. 가서 영양주사를 맞고 좀 지난 후에 고양이가 발이 굳으면서 자기몸을 자신이 지탱하지를 못했습니다. 그래서 거긴 가지말아야 되겠다하고 아빠가 가자고한 조그만한 병원으로 갔습니다. 그런데 그 병원에선 웬지 사람이 사용하는 의약품을 사용하는 것 같았습니다. (수액,형체를 알아볼 수 없는 약) 그리고 차가운 철창에 가둬두고 참 많은시간을 방치해 두었습니다. 이제 퇴원할려고 하자 약국에서 15000원짜리 액체비타민을 사서 먹이라고해서 의심을 했고 그래도 먹여야할 것 같아 먹여주었습니다. 그 후 새벽에 그 고양이가 세상을 떠나고 말았습니다.

다른 경우도 있었습니다.

아빠회사 근처에서 고양이가 교통사고난 사실을 알고 아까말한 똑같은 병원으로 갔습니다. 근데 엑스레이를 찍어보자 아무 이상없다고 하였습니다. 근데 그 고양이는 너무 아파했고 다른 큰병원으로 갔습니다. 큰병원에서 엑스레이를 찍자 갈비뼈가 3개인가? 금갔다고 했습니다. 그 순간 충격의 시작과 끝이 였습니다. 그 병원을 간 저희쪽의 판단이 안좋았지만 그 병원이 확실히 문제가 있다고 느껴집니다.

그래서 전국에 있는 동물병원 검사를 비공개로 진행을 원합니다. 비공개가 아니더라도 검사를 했으면 좋겠습니다.

그 작은병원이 경기도 시흥시 도창동 이었던 것 같습니다.  호두머리 개발되는 쪽이었던 것같은데 이 청원이 이루어지길 바라며...",,반려동물,2018-06-25,2018-07-25,facebook
4644,284645,청원종료,반려견 안전관리 대책,3,최시원씨 강아지 사건으로 생긴 반려견 안전대책으로 채구 40cm 이상 반려견들은 보행로등에서 입마게를 착용 하는 법안을 만들고 있다고 합니다. 이 입마게는 강아지를 긴장시키게 하며 입도 벌리지 못하고 혀도 내밀지 못힙니다. 그리고 채구에 따라 입마개를 착용하는것을 키큰사람에게 수밥을 채우는 것과 같다고 생각합니다. 지금까지 저의 청원이였습니다.,,반려동물,2018-06-25,2018-07-25,naver
4654,284655,청원종료,층간 소음 및 주변 주인있는 동물 소리 법적 규제 마련을 촉구합니다.,8,"요즘 뉴스에서 소음 공해로 인한  이웃간의 분쟁을 많이 보셨을겁니다.  심하면 살인으로 이어지니 소음으로 인한 스트레스가 얼마나 심각한지 잘 말해 준다고 생각합니다. 

 하지만 소음 공해관련해서 법은 어떻습니까????  당장 이웃집 동물들이 짖고 이웃주민들이 층간 소음을 일으켜도   강제할 조취가 없어서 피해자들은 항의만 할뿐 아무런 조치도 취할 수 없는 상황입니다.

 따라서 소음 공해는 중범죄로 지정해야합니다. 
하루 속히 법제정을 하시어  무방비에 노출된 피해자들을 이웃의 소음 공해로부터 지켜주세요.",,반려동물,2018-06-25,2018-07-25,naver
4793,284794,청원종료,축협을갈아주세요,5,축협을갈아주세요,,반려동물,2018-06-25,2018-07-25,naver
5007,285008,청원종료,강아지 고양이 가축제외에 반대합니다,35,"결론부터 말씀드리면 다 논리없는 소리들 뿐입니다
왜 강아지 고양이만 먹지 말자고 하는지 모르겠습니다

저도 강아지 키웠었고
지금도 강아지나 고양이를 길거리에서 보면 그냥 못지나갈 정도로 좋아합니다.
그러나, 돼지 소 등등 다른 동물들은 먹으면서 강아지나 고양이는 안된다는 것은 논리에 맞지 않다고 생각합니다

저는 지금까지 개고기를 먹어본적이 없습니다
앞으로도 먹을 생각이 없습니다
그러나,남의 자유까지 침해하는건 옳지 않다고 생각합니다

보신탕 나비탕 반대 글들을 수없이 봤습니다만 
그분들중에 다른동물들을 먹지 않는분 아직까지 보지 못했습니다 물론 있기야 하시겠죠...
모든 동물을 먹지 말자고 하면 이해가 갑니다 
하지만 특정동물만 먹지 말자고 하는것은 논리에 어긋난다고 생각합니다.

이에 개 고양이 가축제외에 반대하는 청원을 올립니다",,반려동물,2018-06-26,2018-07-26,naver
5133,285134,청원종료,개고기 도축 불법판결에 대한 이의를 제기합니다.,19,"최근 식용목적의 개 도살은 불법(정당한 사유없이 동물을 죽이는 행위는 불법, 동물보호법 제 8조)이라는 판결이 선고되었습니다. 개의 식용목적은 정당한 사유가  될 수 없다고 법원에서 밝혔으나 이는 개고기 정책, 법과 관련하여 잘못된 방향으로 나아가고있다 생각합니다.

 개고기가 불법이냐 또는 합법이냐에 관한 논쟁은  개고기 관련규정들이 통일성이 없고 제각각인데에 기인 하였다. 예로 식품위생법에서는 개를 동물성 원료로 이용하는데 있어 관련규정이 없고, 축산법에는 개를 가축으로 허용하지만, 축산가공법은 그러하지 못하다.

 여기서 제 생각은 개 도축에 관한 통일된 관련규정을 필요로 하며, 다른 동물 자원인 소, 돼지, 양 etc. .  처럼 식용목적의 개의 도축을 합법화 하는것 입니다. 법을 개정하여 통제된 시스템하에 깨끗하고 안전한 사육, 도축환경을 만들어 내는것이 가장 중요하다고 생각합니다.

정부의 적극적인 개입을 필요로 하는 문제이며,  개 관련법규를 확립하여 개 도축업자 및 개고기를 이용하는 음식점에 명확한 방향성을 제시해야 한다고 생각합니다.",,반려동물,2018-06-26,2018-07-26,naver
5346,285347,청원종료,대구경북괴들을 독립시키고 일본에편입시키세요,4,"정부에 불만이많아서 언제어떻게 나라를 위험에빠트릴지 모르는 이명박그네 하수인들입니다, 이번 선거때도 혼자만시뻘건게 수상합니다 대한민국을 위해 독립시키세요",,반려동물,2018-06-26,2018-07-26,naver
5415,285416,청원종료,층견소음 이대로 참아야하나요?,11,"층견소음 문제관련

저는 몇달 전까지만 해도 애완동물을 키울 생각을 가지고 있었던 사람입니다

하지만 애완동물을 돈으로 구입한다는 것이 가축을 사고파는 것과는 다른 문제라는 생각이 들어서,
나중에 준비가 되면 유기견-묘를 분양받는게 좋겠다고 생각하고 있었습니다.

그러다 몇년 동안 조용히 살아왔던 단지의 주위 가구들이 여러 번의 이사로 교체되면서 개짖는 소리가 들리기 시작했습니다. 당시엔 가끔 짖어대는 소리가 다여서 약간 시끄럽다 생각하고 넘길 정도였습니다. 

이때까지만 해도 애완동물에 대한 거부감은 없었습니다.

그런데 몇달전부터 거의 매일 개짖는 소리가 근처 어느 집에선가 들리기 시작했습니다.
처음엔 잠깐 짖다 말겠지, 무슨 일 있나하며 참고 넘어갔습니다.
3일짼가 되던 날, 아침부터 시작되는 개짖는 소리에 눈을 떠 시각을 확인하고, 괴로움에 끙끙대다 소리가 멈춘 시점에 시간을 다시 확인하니 30분이나 지나 있었습니다.
그 시간 동안 개는 제지받는다는 느낌없이 쉬지도 않고 짖었고, 저는 주인이 집을 비워서 그런건가 생각했습니다.

이주가 지나도록 비슷한 시각에 꼭 그같이 오랜시간 짖는 것이 이상해 현관 문을 열고 나가보니 소리가 멈추었습니다. 다시 문을 닫고 들어오니 개는 다시 짖었고요. 
어느 집인지 확인하기 위해 다시 나가 보길 수차례.
숨바꼭질 하듯 현관만 나서면 조용해지던 개가 일정 시간이 지나 완전히 조용해져서 그날은 그냥 들어왔습니다.  다른 세대는 별반응이 없어 보이길래 이 시끄러운걸 어떻게 참나, 내가 예민한가 생각했습니다.

지금 그 소리가 몇달째 거의 매일 이어지고 있습니다.
그래서 참다참다 처음으로 관리실에 민원 넣었고요. 
통화하다보니 이미 다른 세대에서도 민원이 들어왔던 모양이더라고요.
아마 직접 얼굴 붉히기 싫어 관리실로만 항의했던 모양인데, 관리실 답변도 소극적이어서 이렇게 얘기해봤자 소용없겠다는 생각이 들었습니다.

애완동물 관련한 방송 프로그램을 챙겨볼 정도로 동물을 좋아하는 편이었는데, 살면서 내가 동물 키울 일은 앞으로 없겠다는 생각이 들더군요. 

개가 짖을 수 있다고 생각합니다. 동물이 무슨 죄인가요? 말해도 못알아듣는게 당연하지요. 
그런데 짖지 않아야할때 짖으면 개주인이 제지를 하거나 교정을 해야하잖아요?
개주인들이 애완견을 반려견이라고들 하는데, 그들에게 정작 반려인으로 더불어 살아야하는 이웃과 공동체는 안중에도 없는건가 싶네요. 

개인의 관상용으로 동물을 사고팔고 키운다는 것도 그렇고, 집안에서만 생활하는게 동물들에게 바람직한가 (사람한테도 안좋은 일이잖아요) 싶어 지레 죄책감 느꼈던 게 우스울 정도로,
요즘은 그냥 밖에서 개짖는 소리만 들려도 짜증나고, 애완견 끌고 다니는 사람들에게 거부감이 느껴집니다.

어떤 분들은 애완견주 전용 주택이 있으면 하던데, 그것도 본질적인 문제가 해결되지 않으면 다른 문제가 생길 수 밖에 없는 것 같고요.

 //
유기동물수도 줄이고 
동물이라고 그 생명에 함부로 손을 대는 일도 방지 할겸, 
(또 드물겠지만 외래종 문분별 반입으로 인한 생태계 교란 문제도 방지할겸)
동물을 키울때 필요한 조건(해당 애완동물을 키우기에 무리가 없는 거주 환경이랄지 공동주택의 경우 반려동물허가된 사항인지 확인)과 자격(해당 동물에 대한 교육, 훈련 수료 여부 확인 등)을 정하고, 
애완동물을 키우는 세대로 등록하는 시스템을 도입, 
반려존재로 생각하는 만큼 세대원 증명서 같은 반려동물유무 확인이 가능한 서류가 필요할것 같네요.
소음이나 분뇨 등 이웃에게 피해가 가는 부분이 있다면 적극 조치하고, 그렇지않을 경우 사육포기도 시킬 수 있어야 한다고 생각합니다. 마땅히 키울 만한 사람에게 보내야지요.
//


애완동물이 야생동물과는 달리 사람에게 의존적인 부분이 많고 또 그럴수 밖에 없는 환경이라 주인과 정서적으로 깊은 유대감을 쌓기에 유리한 것은 맞습니다.
그런 애정을 나누고 주었기 때문에 자기 애완동물이 잘못된 행동을 반복하는데도 물리면서도 참고 시끄러워도 참고 할 수 있는거고요.

그런데 한 번 자신에게 물어보세요.
그렇게 일방적으로 참고 견디며 주는 애정이 주변이웃이나 가까운 가족, 지인과의 관계에서도 가능하신가요?

자기를 배신하지 않는, 배신하지 않을 것 같은 관계에서
자기 쏟은 시간과 노력과 정성이 담겨있기 때문에 가능한 일이라면
그건 그냥 자기 자신의 애정을 쏟아부었던, 또 다른 나 자신을 사랑하는 것에 불과하지 않습니다.
결국 “자기 자신 사랑”일뿐인 거죠. 

정말 한 생명이 소중하고 그래서 보호하기 위해 하고 있는 일이라면,
대체 이웃은 생명이 아니고 무엇인가요?
자기 애완동물이 특정 소음이나 오염으로 괴로워하고 있다면 그냥 방치하실건가요?

인간 대 관계에서 오는 갈등이야말로 인내와 노력을 쏟을 만한 가치가 있는 일 아닌가요?

어느 쪽이든 쉽게 막말하고 욕해서는 안되겠지만
동물을 키운다면서 타인의 삶이나 인격을 쉽게 모독하는 행위는 그야말로 아이러니.
기본적으로 생명을 존중하는 사람이 아니라는 생각이 들고요,
저 또한 동물 학대하고 유기하는 사람들 싫어하지만 그 사람들은 대놓고 나쁜거고,
자기 동물은 애지중지 키우면서 주변 사람들 고통엔 나몰라라 하는 사람들은 위선적인 사람들이라는 생각이 드네요.


층견소음 소송관련해서 해결 방법 찾아보니,
소음이 구체적으로 증명되어야 한다는데
왜 매번 피해보는 사람쪽에서 문제 해결을 위해 동동거려야 하나 싶어요.


반려동물이 증가하는 추세,
벌써부터 준비했어야 할 문제라고 생각돼요.
관련 법안 구체적으로 마련해주세요.",,반려동물,2018-06-26,2018-07-26,naver
5913,285914,청원종료,5급 면제받은 김병훈을 슈퍼솔져로 만들어주세요.,3,"안녕하십니까 국가가 뛰어난 인재를 알아보지 못한것같아서 제보 드립니다.

그의 이름은 김병훈 제 친구 이고 얼마전 수술로 인해 병무청에서 5급 면제 재판정을 받고 군대를 가지 못한 친구입니다.

하지만 그의 애국심과 의지는 적과 싸우고 전우들과 승리를 갈취하고 싶어합니다.

그는 어릴적부터 드래곤볼을 보며 올바른 정의를 배웠고 어벤져스를 보며 무술을 연마 하였습니다.

그는 지금 당장 슈퍼솔져가 되고싶습니다.
당장이라도 적과 싸우고 싶어합니다.
하지만 그의 몸이 그의 의지를 따라가지 못합니다.

국가는 이 의지를 무시하지 마시고 김병훈을 개조하여 대한민국 1호 슈퍼솔져를 탄생시켜주십시요.

김병훈이 슈퍼솔져가 된다면 국가는 언제나 
안전할 것입니다. 감사합니다",,반려동물,2018-06-26,2018-07-26,naver
6022,286023,청원종료,"강아지,고양이 버리고 유기 하는 사람을 강력 처벌해주세요",24,강아지랑 고양이 버리는 사람들을 강력히 처벌 할 수 있게 해주세요 동물도 사람과 같아요 버려지고 그러면 안되요 제발 법이 강화 되게해주세요,,반려동물,2018-06-26,2018-07-26,facebook
6084,286085,청원종료,동물병원의 종류,6,"우리나라에서는 반려동물을 강아지와 고양이 많이가면 햄스터,고슴도치,토끼 정도입니다.요즈음 비주류였던 파충류 같은 이색애완동물들이 뜨고 있습니다.그런데 우리 나라의 동물병원은 포유류를 봐주지 파충류는 봐주지 않더군요.물론 배우지않았다면 그럴 수 있습니다.그러나 점점 마니아 층이 투터워지는 지금은 슬슬 동물병원도 바뀔필요가 있어보입니다.저는 감기로 볼파이톤을 잃었습니다.주변에 동물병원은 뱀은 안봐준다하고 그나마 있는 특수병원들은 너무 멀었습니다.저같은 경우로 자신의 친구를 잃었던분들도 있을것이라 생각합니다.저는 우리나라의 동물병원이 좀더 종합적이면 좋겠다고 생각합니다.",,반려동물,2018-06-26,2018-07-26,facebook
6094,286095,청원종료,"개, 고양이 식용동물에서 제외 해 주세요",121,"개와 고양이 식용동물에서 제외 해 주세요.

다른 모든 식용 동물들은 철장에 갇혀 인간을 위해 희생되어 살아가고 있습니다. 
식용개 라는 이름으로 태어나 인간들을 위해 희생되어 살아가는 개들도 있지만
애완견으로 태어나 예쁨받는 개들도 있습니다 .
이 개들은 다 똑같은 개입니다 하지만 식용개라는 이름 붙어버리면 인건들을 위해 희생하며 철장에 갇혀 살아갑니다.

현재 국회에선 식용동물에서 개를 제외 하자 라는 국회의원의 법안이 나타나고 있습니다.
고통스럽고 잔인하고 끔찍하게 죽어가는 개와 고양이 만이라도 식용동물에서 제외 시켜주세요.
개와 고양이 식용동물에서 제외 시키게 된다면 보신탕 개농장 등이 사라지게 될 것입니다. 제발 개와 고양이 만이라도 식용동물에서 제외 될 수 있게 도와주세요!!",,반려동물,2018-06-26,2018-07-26,facebook
6130,286131,청원종료,동물 보호법을 강화 시켜주세요,113,"동물 보호법을 강화해 주세요.
한해가 지날때 마다 동물학대가 점점 늘어나고 있습니다.
미국 같은 경우는 동물 보호법이 잘되있고 강합니다.
미국에 비해 우리나라는 동물 보호법이 너무 약합니다.
때리고 밥안주고 가두고 사람이라면 정말 큰 범죄인데요.
동물도 저희와 같은 생명입니다.
동물도 소중한 생명이고 누군가의 행복한 반려동물이
될 수 있고 또는 누군가는 반려동물에게 의지할 수 도 있습니다.
이런 동물들이 더이상 학대 받지않고  버려지지 않고
안전하게 잘 지낼 수 있는 나라가 되었으면 좋겠습니다.",,반려동물,2018-06-26,2018-07-26,facebook
6172,286173,청원종료,반려동물 학대를 멈춰주세요,46,"많은 반려동물들이 학대받고 있습니다. TV프로그램 동물농장만 봐도 많은 동물들이 인간들에게 학대를 받고 있다는 것을 쉽게 찾아 볼 수 있습니다. 개정된 반려동물 보호법(상해를 입히면 2년 이하의 징역, 사망할 경우 3년 이하의 징역)도 가볍다고 생각합니다. 사람의 경우 살인죄는 5년 이상부터 징역을 받게 되는데 가족과도 같은 반려동물을 죽였을 때 3년 이하의 징역은 반려동물의 목숨에 비해 너무 가볍습니다. 반려동물 보호법의 기준을 다시 높혀 사람들이 반려동물 학대를 멈출 수 있게 도와주세요.",,반려동물,2018-06-27,2018-07-27,naver
6226,286227,청원종료,민주주의 맹점을 이용한 반민주적인 이상동 표창원의 축산법 개정 및 동물보호법 개정안을 반대합니다.,21,"문화와 개인의 기호를 법제화 한다? 너무나도 도퇴된 생각이고 민주주의에 위반되는 것 아닌가요?

골아프게 들었겠지만 문화의 상대성이란 것을 저는 또 우리는 배웠습니다.

문화가 달라 혐오감을 받을순 있지만 그들의 문화는 존중해야하고 마땅히 존중받아야 한다고요.

그래서 아직 식인 문화가 남아있는 몇몇 원시민족을 국가가 또 세계가 나서서 인위적으로 현대사회와 접촉하지 

못하게 막고 있는것 아닌가요? 

사회구성원의 합의가 되지않은 상황에서 귀찮으니까 다수결 나랑 생각이 다르니까 다수결 우리편이 많을것 

같으니까 다수결이라는 민주주의 맹점을 이용하여 소수의 의견이 무시되는 반민주적인 인위적인 방법에 따라 

한가지 문화를 개개인의 기호를 억압하는 것은 결코 옳은 일이라고 생각하지 않습니다.

문화는 일부 구성원도 다른 사회의 구성원도 아닌 그 사회를 구성하는 모든 구성원 하나 하나가 그리 생각하고 

판단되어야하고 또 암묵적인 합의있어야 합니다 그리고 시간의 흐름에 따름에 따라 구성원인 우리의 손으로 

바꿔야합니다.

간을 키우기 위해 거위에게 강제급여를 하는 프랑스의 여배우가 아니라 우리 옆집 아저씨 아줌마도 우리 동네 

할아버지 할머니도 그리 생각하고 판단하여 또 합의해 우리가 또 시간이 바꿔야합니다.

그래서 전 이 시대에 뒤떨어진 미개한 문화관과 가치 그리고 정말이지 속된 개인의 기호마저  억압하는 

반민주적이기까지한  이상동 표창원의 축산법 개정 및 동물보호법 개정안을 반대합니다.",,반려동물,2018-06-27,2018-07-27,naver
6249,286250,청원종료,애견샵을 없애라 애견샵!!!!!!,72,"애견샵 좁은곳에 가엾은 개와 고양이를 가둬두는 자영업자들을 벌하고 
그 아이들을 자유롭게 풀어줘라!!! 
개 식용은 유럽같은 선진국처럼 금지하고 동물학대법형량 또한 훨씬 늘려라  
모든 범죄는 동물학대에서 시작되므로  
항상 모든 가해자가 아닌 피해자부터 감싸고 애견샵과 모든 강아지 공장을 없애고 
동물학대법은 무거운 형량을 내리길 아주 간절히 소망한다.

개나 고양이들은 그 좁은 곳에 갇혀 병과 싸우고 있을 이유가 없습니다 
누군가에겐 소중한 가족이고 자체만으로 남을 기쁘게 해주는 아이들이죠 그러나 자영업자들은 오직 돈벌이 수단으로만 생각합니다 그렇기에 그렇게 함부로 대하는것이고 방임수준으로 다루는것이죠 그러나 대부분 사람들이 여기에 반발하고 동물학대다 라고 얘기하는것은 그만큼 윤리적으로 잘못된 방향이고 어긋난것이기 때문이 아닐까요 그저 겉모습이 귀여워서가 아닌 수천만년전부터 우리곁에서 살아온 반려동물이였기 때문이겠죠 모두 인정하는팩트입니다 
그러니 꼭 부탁드립니다 
강아지공장철폐와 주위에 널려있는 애견샵 그리고 동물보호법까지 근본이 바로서지않으면 나라가 바로서지않습니다 꼭 이나라가 바로서게 도와주십쇼",,반려동물,2018-06-27,2018-07-27,naver
6277,286278,청원종료,개 식용을 종식하라,65,개나 고양이를 식용을 금지해 주세요,,반려동물,2018-06-27,2018-07-27,naver
6293,286294,청원종료,문재인대통령 자랑스럽습니다!,2,문재인대통령이  하는행동을보면 역대북한애완견 1호 고 김대중 전대통령 2호 고 노무현 전대통령 3호로 현 문재인대통령인데 애완견답게 잘해나가시는게 자랑스럽습니다. 앞으로도 애완견으로서 열심히 하는모습 응원합니자,,반려동물,2018-06-27,2018-07-27,naver
6294,286295,청원종료,"개,고양이 식용반대합니다",164,"대통령님 사람의 마음을잘아는 인간인  우리의영원한 친구이자 가족 강아지고양이 식용금지,학대..아무나입양하지못하게 법좀강화시켜주세요ㅜ부탁드립니다",,반려동물,2018-06-27,2018-07-27,naver
